#BeginHeader,57
#FormatType,NR-500\NORMAL
#FormatVersion,R3.00.00
タイトル,
ユニット番号,MASTER,UNIT1,UNIT2,UNIT3,UNIT4,UNIT5,UNIT6,UNIT7,UNIT8
ユニット種別,NR-500,(1)HA,未設定,未設定,未設定,未設定,未設定,未設定,未設定

計測モード,ノーマルモード
2023/05/17 16:37:39,400000,-0.098
2023/05/17 16:37:39,450000,-0.088
2023/05/17 16:37:39,500000,-0.088
2023/05/17 16:37:39,550000,-0.094
2023/05/17 16:37:39,600000,-0.086
2023/05/17 16:37:39,650000,-0.086
2023/05/17 16:37:39,700000,-0.089
2023/05/17 16:37:39,750000,-0.087
2023/05/17 16:37:39,800000,-0.086
2023/05/17 16:37:39,850000,-0.088
2023/05/17 16:37:39,900000,-0.086
2023/05/17 16:37:39,950000,-0.083
2023/05/17 16:37:40,000000,-0.083
2023/05/17 16:37:40,050000,-0.088
2023/05/17 16:37:40,100000,-0.079
2023/05/17 16:37:40,150000,-0.080
2023/05/17 16:37:40,200000,-0.085
2023/05/17 16:37:40,250000,-0.078
2023/05/17 16:37:40,300000,-0.076
2023/05/17 16:37:40,350000,-0.081
2023/05/17 16:37:40,400000,-0.080
2023/05/17 16:37:40,450000,-0.077
2023/05/17 16:37:40,500000,-0.078
2023/05/17 16:37:40,550000,-0.081
2023/05/17 16:37:40,600000,-0.076
2023/05/17 16:37:40,650000,-0.076
2023/05/17 16:37:40,700000,-0.084
2023/05/17 16:37:40,750000,-0.073
2023/05/17 16:37:40,800000,-0.072
2023/05/17 16:37:40,850000,-0.077
2023/05/17 16:37:40,900000,-0.072
2023/05/17 16:37:40,950000,-0.071
2023/05/17 16:37:41,000000,-0.074
2023/05/17 16:37:41,050000,-0.072
2023/05/17 16:37:41,100000,-0.068
2023/05/17 16:37:41,150000,-0.071
2023/05/17 16:37:41,200000,-0.075
2023/05/17 16:37:41,250000,-0.068
2023/05/17 16:37:41,300000,-0.069
2023/05/17 16:37:41,350000,-0.075
2023/05/17 16:37:41,400000,-0.065
2023/05/17 16:37:41,450000,-0.066
2023/05/17 16:37:41,500000,-0.070
2023/05/17 16:37:41,550000,-0.065
2023/05/17 16:37:41,600000,-0.064
2023/05/17 16:37:41,650000,-0.067
2023/05/17 16:37:41,700000,-0.066
2023/05/17 16:37:41,750000,-0.062
2023/05/17 16:37:41,800000,-0.063
2023/05/17 16:37:41,850000,-0.071
2023/05/17 16:37:41,900000,-0.061
2023/05/17 16:37:41,950000,-0.061
2023/05/17 16:37:42,000000,-0.065
2023/05/17 16:37:42,050000,-0.059
2023/05/17 16:37:42,100000,-0.058
2023/05/17 16:37:42,150000,-0.063
2023/05/17 16:37:42,200000,-0.060
2023/05/17 16:37:42,250000,-0.057
2023/05/17 16:37:42,300000,-0.057
2023/05/17 16:37:42,350000,-0.064
2023/05/17 16:37:42,400000,-0.056
2023/05/17 16:37:42,450000,-0.057
2023/05/17 16:37:42,500000,-0.064
2023/05/17 16:37:42,550000,-0.057
2023/05/17 16:37:42,600000,-0.056
2023/05/17 16:37:42,650000,-0.059
2023/05/17 16:37:42,700000,-0.055
2023/05/17 16:37:42,750000,-0.052
2023/05/17 16:37:42,800000,-0.053
2023/05/17 16:37:42,850000,-0.054
2023/05/17 16:37:42,900000,-0.051
2023/05/17 16:37:42,950000,-0.051
2023/05/17 16:37:43,000000,-0.058
2023/05/17 16:37:43,050000,-0.050
2023/05/17 16:37:43,100000,-0.051
2023/05/17 16:37:43,150000,-0.054
2023/05/17 16:37:43,200000,-0.050
2023/05/17 16:37:43,250000,-0.049
2023/05/17 16:37:43,300000,-0.051
2023/05/17 16:37:43,350000,-0.052
2023/05/17 16:37:43,400000,-0.047
2023/05/17 16:37:43,450000,-0.048
2023/05/17 16:37:43,500000,-0.055
2023/05/17 16:37:43,550000,-0.045
2023/05/17 16:37:43,600000,-0.047
2023/05/17 16:37:43,650000,-0.050
2023/05/17 16:37:43,700000,-0.043
2023/05/17 16:37:43,750000,-0.045
2023/05/17 16:37:43,800000,-0.048
2023/05/17 16:37:43,850000,-0.046
2023/05/17 16:37:43,900000,-0.044
2023/05/17 16:37:43,950000,-0.043
2023/05/17 16:37:44,000000,-0.050
2023/05/17 16:37:44,050000,-0.042
2023/05/17 16:37:44,100000,-0.043
2023/05/17 16:37:44,150000,-0.047
2023/05/17 16:37:44,200000,-0.039
2023/05/17 16:37:44,250000,-0.041
2023/05/17 16:37:44,300000,-0.044
2023/05/17 16:37:44,350000,-0.043
2023/05/17 16:37:44,400000,-0.037
2023/05/17 16:37:44,450000,-0.040
2023/05/17 16:37:44,500000,-0.047
2023/05/17 16:37:44,550000,-0.039
2023/05/17 16:37:44,600000,-0.038
2023/05/17 16:37:44,650000,-0.044
2023/05/17 16:37:44,700000,-0.038
2023/05/17 16:37:44,750000,-0.037
2023/05/17 16:37:44,800000,-0.040
2023/05/17 16:37:44,850000,-0.039
2023/05/17 16:37:44,900000,-0.035
2023/05/17 16:37:44,950000,-0.036
2023/05/17 16:37:45,000000,-0.041
2023/05/17 16:37:45,050000,-0.033
2023/05/17 16:37:45,100000,-0.033
2023/05/17 16:37:45,150000,-0.042
2023/05/17 16:37:45,200000,-0.033
2023/05/17 16:37:45,250000,-0.033
2023/05/17 16:37:45,300000,-0.036
2023/05/17 16:37:45,350000,-0.035
2023/05/17 16:37:45,400000,-0.031
2023/05/17 16:37:45,450000,-0.032
2023/05/17 16:37:45,500000,-0.037
2023/05/17 16:37:45,550000,-0.031
2023/05/17 16:37:45,600000,-0.031
2023/05/17 16:37:45,650000,-0.037
2023/05/17 16:37:45,700000,-0.030
2023/05/17 16:37:45,750000,-0.031
2023/05/17 16:37:45,800000,-0.033
2023/05/17 16:37:45,850000,-0.032
2023/05/17 16:37:45,900000,-0.029
2023/05/17 16:37:45,950000,-0.030
2023/05/17 16:37:46,000000,-0.033
2023/05/17 16:37:46,050000,-0.028
2023/05/17 16:37:46,100000,-0.028
2023/05/17 16:37:46,150000,-0.034
2023/05/17 16:37:46,200000,-0.025
2023/05/17 16:37:46,250000,-0.025
2023/05/17 16:37:46,300000,-0.030
2023/05/17 16:37:46,350000,-0.027
2023/05/17 16:37:46,400000,-0.025
2023/05/17 16:37:46,450000,-0.027
2023/05/17 16:37:46,500000,-0.032
2023/05/17 16:37:46,550000,-0.024
2023/05/17 16:37:46,600000,-0.025
2023/05/17 16:37:46,650000,-0.033
2023/05/17 16:37:46,700000,-0.024
2023/05/17 16:37:46,750000,-0.025
2023/05/17 16:37:46,800000,-0.027
2023/05/17 16:37:46,850000,-0.024
2023/05/17 16:37:46,900000,-0.023
2023/05/17 16:37:46,950000,-0.023
2023/05/17 16:37:47,000000,-0.026
2023/05/17 16:37:47,050000,-0.020
2023/05/17 16:37:47,100000,-0.022
2023/05/17 16:37:47,150000,-0.028
2023/05/17 16:37:47,200000,-0.019
2023/05/17 16:37:47,250000,-0.019
2023/05/17 16:37:47,300000,-0.023
2023/05/17 16:37:47,350000,-0.022
2023/05/17 16:37:47,400000,-0.020
2023/05/17 16:37:47,450000,-0.019
2023/05/17 16:37:47,500000,-0.025
2023/05/17 16:37:47,550000,-0.018
2023/05/17 16:37:47,600000,-0.018
2023/05/17 16:37:47,650000,-0.023
2023/05/17 16:37:47,700000,-0.017
2023/05/17 16:37:47,750000,-0.019
2023/05/17 16:37:47,800000,-0.023
2023/05/17 16:37:47,850000,-0.020
2023/05/17 16:37:47,900000,-0.018
2023/05/17 16:37:47,950000,-0.018
2023/05/17 16:37:48,000000,-0.021
2023/05/17 16:37:48,050000,-0.015
2023/05/17 16:37:48,100000,-0.016
2023/05/17 16:37:48,150000,-0.021
2023/05/17 16:37:48,200000,-0.013
2023/05/17 16:37:48,250000,-0.014
2023/05/17 16:37:48,300000,-0.016
2023/05/17 16:37:48,350000,-0.017
2023/05/17 16:37:48,400000,-0.014
2023/05/17 16:37:48,450000,-0.013
2023/05/17 16:37:48,500000,-0.023
2023/05/17 16:37:48,550000,-0.015
2023/05/17 16:37:48,600000,-0.014
2023/05/17 16:37:48,650000,-0.018
2023/05/17 16:37:48,700000,-0.011
2023/05/17 16:37:48,750000,-0.013
2023/05/17 16:37:48,800000,-0.017
2023/05/17 16:37:48,850000,-0.016
2023/05/17 16:37:48,900000,-0.011
2023/05/17 16:37:48,950000,-0.011
2023/05/17 16:37:49,000000,-0.016
2023/05/17 16:37:49,050000,-0.010
2023/05/17 16:37:49,100000,-0.009
2023/05/17 16:37:49,150000,-0.013
2023/05/17 16:37:49,200000,-0.010
2023/05/17 16:37:49,250000,-0.008
2023/05/17 16:37:49,300000,-0.010
2023/05/17 16:37:49,350000,-0.013
2023/05/17 16:37:49,400000,-0.009
2023/05/17 16:37:49,450000,-0.010
2023/05/17 16:37:49,500000,-0.016
2023/05/17 16:37:49,550000,-0.008
2023/05/17 16:37:49,600000,-0.009
2023/05/17 16:37:49,650000,-0.012
2023/05/17 16:37:49,700000,-0.008
2023/05/17 16:37:49,750000,-0.008
2023/05/17 16:37:49,800000,-0.009
2023/05/17 16:37:49,850000,-0.010
2023/05/17 16:37:49,900000,-0.007
2023/05/17 16:37:49,950000,-0.008
2023/05/17 16:37:50,000000,-0.013
2023/05/17 16:37:50,050000,-0.004
2023/05/17 16:37:50,100000,-0.006
2023/05/17 16:37:50,150000,-0.009
2023/05/17 16:37:50,200000,-0.006
2023/05/17 16:37:50,250000,-0.003
2023/05/17 16:37:50,300000,-0.006
2023/05/17 16:37:50,350000,-0.010
2023/05/17 16:37:50,400000,-0.004
2023/05/17 16:37:50,450000,-0.003
2023/05/17 16:37:50,500000,-0.011
2023/05/17 16:37:50,550000,-0.005
2023/05/17 16:37:50,600000,-0.003
2023/05/17 16:37:50,650000,-0.008
2023/05/17 16:37:50,700000,-0.007
2023/05/17 16:37:50,750000,-0.003
2023/05/17 16:37:50,800000,-0.004
2023/05/17 16:37:50,850000,-0.010
2023/05/17 16:37:50,900000,-0.002
2023/05/17 16:37:50,950000,-0.003
2023/05/17 16:37:51,000000,-0.007
2023/05/17 16:37:51,050000,0.000
2023/05/17 16:37:51,100000,-0.001
2023/05/17 16:37:51,150000,-0.003
2023/05/17 16:37:51,200000,-0.006
2023/05/17 16:37:51,250000,-0.001
2023/05/17 16:37:51,300000,-0.001
2023/05/17 16:37:51,350000,-0.008
2023/05/17 16:37:51,400000,-0.001
2023/05/17 16:37:51,450000,0.000
2023/05/17 16:37:51,500000,-0.005
2023/05/17 16:37:51,550000,0.000
2023/05/17 16:37:51,600000,0.001
2023/05/17 16:37:51,650000,0.000
2023/05/17 16:37:51,700000,-0.003
2023/05/17 16:37:51,750000,0.001
2023/05/17 16:37:51,800000,0.000
2023/05/17 16:37:51,850000,-0.006
2023/05/17 16:37:51,900000,0.002
2023/05/17 16:37:51,950000,0.000
2023/05/17 16:37:52,000000,-0.003
2023/05/17 16:37:52,050000,-0.001
2023/05/17 16:37:52,100000,0.000
2023/05/17 16:37:52,150000,0.000
2023/05/17 16:37:52,200000,-0.004
2023/05/17 16:37:52,250000,0.003
2023/05/17 16:37:52,300000,0.002
2023/05/17 16:37:52,350000,-0.002
2023/05/17 16:37:52,400000,0.004
2023/05/17 16:37:52,450000,0.003
2023/05/17 16:37:52,500000,0.000
2023/05/17 16:37:52,550000,0.000
2023/05/17 16:37:52,600000,0.002
2023/05/17 16:37:52,650000,0.003
2023/05/17 16:37:52,700000,-0.003
2023/05/17 16:37:52,750000,0.005
2023/05/17 16:37:52,800000,0.003
2023/05/17 16:37:52,850000,-0.001
2023/05/17 16:37:52,900000,0.005
2023/05/17 16:37:52,950000,0.005
2023/05/17 16:37:53,000000,0.004
2023/05/17 16:37:53,050000,0.002
2023/05/17 16:37:53,100000,0.007
2023/05/17 16:37:53,150000,0.006
2023/05/17 16:37:53,200000,0.000
2023/05/17 16:37:53,250000,0.005
2023/05/17 16:37:53,300000,0.005
2023/05/17 16:37:53,350000,0.002
2023/05/17 16:37:53,400000,0.005
2023/05/17 16:37:53,450000,0.007
2023/05/17 16:37:53,500000,0.006
2023/05/17 16:37:53,550000,0.001
2023/05/17 16:37:53,600000,0.007
2023/05/17 16:37:53,650000,0.009
2023/05/17 16:37:53,700000,0.002
2023/05/17 16:37:53,750000,0.010
2023/05/17 16:37:53,800000,0.008
2023/05/17 16:37:53,850000,0.004
2023/05/17 16:37:53,900000,0.003
2023/05/17 16:37:53,950000,0.006
2023/05/17 16:37:54,000000,0.006
2023/05/17 16:37:54,050000,0.002
2023/05/17 16:37:54,100000,0.009
2023/05/17 16:37:54,150000,0.008
2023/05/17 16:37:54,200000,0.004
2023/05/17 16:37:54,250000,0.009
2023/05/17 16:37:54,300000,0.011
2023/05/17 16:37:54,350000,0.009
2023/05/17 16:37:54,400000,0.008
2023/05/17 16:37:54,450000,0.011
2023/05/17 16:37:54,500000,0.012
2023/05/17 16:37:54,550000,0.003
2023/05/17 16:37:54,600000,0.010
2023/05/17 16:37:54,650000,0.009
2023/05/17 16:37:54,700000,0.004
2023/05/17 16:37:54,750000,0.007
2023/05/17 16:37:54,800000,0.009
2023/05/17 16:37:54,850000,0.010
2023/05/17 16:37:54,900000,0.004
2023/05/17 16:37:54,950000,0.011
2023/05/17 16:37:55,000000,0.011
2023/05/17 16:37:55,050000,0.007
2023/05/17 16:37:55,100000,0.012
2023/05/17 16:37:55,150000,0.012
2023/05/17 16:37:55,200000,0.008
2023/05/17 16:37:55,250000,0.009
2023/05/17 16:37:55,300000,0.012
2023/05/17 16:37:55,350000,0.012
2023/05/17 16:37:55,400000,0.005
2023/05/17 16:37:55,450000,0.014
2023/05/17 16:37:55,500000,0.013
2023/05/17 16:37:55,550000,0.007
2023/05/17 16:37:55,600000,0.012
2023/05/17 16:37:55,650000,0.012
2023/05/17 16:37:55,700000,0.012
2023/05/17 16:37:55,750000,0.009
2023/05/17 16:37:55,800000,0.014
2023/05/17 16:37:55,850000,0.013
2023/05/17 16:37:55,900000,0.007
2023/05/17 16:37:55,950000,0.015
2023/05/17 16:37:56,000000,0.012
2023/05/17 16:37:56,050000,0.009
2023/05/17 16:37:56,100000,0.011
2023/05/17 16:37:56,150000,0.015
2023/05/17 16:37:56,200000,0.015
2023/05/17 16:37:56,250000,0.009
2023/05/17 16:37:56,300000,0.017
2023/05/17 16:37:56,350000,0.017
2023/05/17 16:37:56,400000,0.013
2023/05/17 16:37:56,450000,0.017
2023/05/17 16:37:56,500000,0.017
2023/05/17 16:37:56,550000,0.014
2023/05/17 16:37:56,600000,0.011
2023/05/17 16:37:56,650000,0.016
2023/05/17 16:37:56,700000,0.015
2023/05/17 16:37:56,750000,0.006
2023/05/17 16:37:56,800000,0.015
2023/05/17 16:37:56,850000,0.015
2023/05/17 16:37:56,900000,0.011
2023/05/17 16:37:56,950000,0.015
2023/05/17 16:37:57,000000,0.019
2023/05/17 16:37:57,050000,0.019
2023/05/17 16:37:57,100000,0.011
2023/05/17 16:37:57,150000,0.020
2023/05/17 16:37:57,200000,0.017
2023/05/17 16:37:57,250000,0.013
2023/05/17 16:37:57,300000,0.018
2023/05/17 16:37:57,350000,0.018
2023/05/17 16:37:57,400000,0.015
2023/05/17 16:37:57,450000,0.013
2023/05/17 16:37:57,500000,0.017
2023/05/17 16:37:57,550000,0.017
2023/05/17 16:37:57,600000,0.011
2023/05/17 16:37:57,650000,0.018
2023/05/17 16:37:57,700000,0.018
2023/05/17 16:37:57,750000,0.014
2023/05/17 16:37:57,800000,0.018
2023/05/17 16:37:57,850000,0.018
2023/05/17 16:37:57,900000,0.017
2023/05/17 16:37:57,950000,0.012
2023/05/17 16:37:58,000000,0.019
2023/05/17 16:37:58,050000,0.019
2023/05/17 16:37:58,100000,0.013
2023/05/17 16:37:58,150000,0.021
2023/05/17 16:37:58,200000,0.020
2023/05/17 16:37:58,250000,0.017
2023/05/17 16:37:58,300000,0.017
2023/05/17 16:37:58,350000,0.021
2023/05/17 16:37:58,400000,0.019
2023/05/17 16:37:58,450000,0.013
2023/05/17 16:37:58,500000,0.022
2023/05/17 16:37:58,550000,0.019
2023/05/17 16:37:58,600000,0.015
2023/05/17 16:37:58,650000,0.018
2023/05/17 16:37:58,700000,0.021
2023/05/17 16:37:58,750000,0.019
2023/05/17 16:37:58,800000,0.018
2023/05/17 16:37:58,850000,0.021
2023/05/17 16:37:58,900000,0.022
2023/05/17 16:37:58,950000,0.015
2023/05/17 16:37:59,000000,0.024
2023/05/17 16:37:59,050000,0.023
2023/05/17 16:37:59,100000,0.018
2023/05/17 16:37:59,150000,0.019
2023/05/17 16:37:59,200000,0.025
2023/05/17 16:37:59,250000,0.021
2023/05/17 16:37:59,300000,0.015
2023/05/17 16:37:59,350000,0.023
2023/05/17 16:37:59,400000,0.021
2023/05/17 16:37:59,450000,0.018
2023/05/17 16:37:59,500000,0.022
2023/05/17 16:37:59,550000,0.022
2023/05/17 16:37:59,600000,0.022
2023/05/17 16:37:59,650000,0.019
2023/05/17 16:37:59,700000,0.023
2023/05/17 16:37:59,750000,0.023
2023/05/17 16:37:59,800000,0.016
2023/05/17 16:37:59,850000,0.025
2023/05/17 16:37:59,900000,0.023
2023/05/17 16:37:59,950000,0.019
2023/05/17 16:38:00,000000,0.020
2023/05/17 16:38:00,050000,0.025
2023/05/17 16:38:00,100000,0.024
2023/05/17 16:38:00,150000,0.016
2023/05/17 16:38:00,200000,0.024
2023/05/17 16:38:00,250000,0.023
2023/05/17 16:38:00,300000,0.019
2023/05/17 16:38:00,350000,0.026
2023/05/17 16:38:00,400000,0.026
2023/05/17 16:38:00,450000,0.024
2023/05/17 16:38:00,500000,0.022
2023/05/17 16:38:00,550000,0.026
2023/05/17 16:38:00,600000,0.025
2023/05/17 16:38:00,650000,0.019
2023/05/17 16:38:00,700000,0.026
2023/05/17 16:38:00,750000,0.025
2023/05/17 16:38:00,800000,0.020
2023/05/17 16:38:00,850000,0.021
2023/05/17 16:38:00,900000,0.026
2023/05/17 16:38:00,950000,0.024
2023/05/17 16:38:01,000000,0.018
2023/05/17 16:38:01,050000,0.025
2023/05/17 16:38:01,100000,0.026
2023/05/17 16:38:01,150000,0.023
2023/05/17 16:38:01,200000,0.027
2023/05/17 16:38:01,250000,0.027
2023/05/17 16:38:01,300000,0.024
2023/05/17 16:38:01,350000,0.022
2023/05/17 16:38:01,400000,0.027
2023/05/17 16:38:01,450000,0.024
2023/05/17 16:38:01,500000,0.019
2023/05/17 16:38:01,550000,0.027
2023/05/17 16:38:01,600000,0.026
2023/05/17 16:38:01,650000,0.023
2023/05/17 16:38:01,700000,0.025
2023/05/17 16:38:01,750000,0.029
2023/05/17 16:38:01,800000,0.028
2023/05/17 16:38:01,850000,0.019
2023/05/17 16:38:01,900000,0.029
2023/05/17 16:38:01,950000,0.027
2023/05/17 16:38:02,000000,0.021
2023/05/17 16:38:02,050000,0.026
2023/05/17 16:38:02,100000,0.027
2023/05/17 16:38:02,150000,0.026
2023/05/17 16:38:02,200000,0.023
2023/05/17 16:38:02,250000,0.029
2023/05/17 16:38:02,300000,0.027
2023/05/17 16:38:02,350000,0.022
2023/05/17 16:38:02,400000,0.031
2023/05/17 16:38:02,450000,0.031
2023/05/17 16:38:02,500000,0.027
2023/05/17 16:38:02,550000,0.025
2023/05/17 16:38:02,600000,0.029
2023/05/17 16:38:02,650000,0.028
2023/05/17 16:38:02,700000,0.020
2023/05/17 16:38:02,750000,0.030
2023/05/17 16:38:02,800000,0.029
2023/05/17 16:38:02,850000,0.023
2023/05/17 16:38:02,900000,0.028
2023/05/17 16:38:02,950000,0.030
2023/05/17 16:38:03,000000,0.029
2023/05/17 16:38:03,050000,0.026
2023/05/17 16:38:03,100000,0.030
2023/05/17 16:38:03,150000,0.030
2023/05/17 16:38:03,200000,0.022
2023/05/17 16:38:03,250000,0.030
2023/05/17 16:38:03,300000,0.031
2023/05/17 16:38:03,350000,0.027
2023/05/17 16:38:03,400000,0.027
2023/05/17 16:38:03,450000,0.032
2023/05/17 16:38:03,500000,0.031
2023/05/17 16:38:03,550000,0.024
2023/05/17 16:38:03,600000,0.032
2023/05/17 16:38:03,650000,0.031
2023/05/17 16:38:03,700000,0.027
2023/05/17 16:38:03,750000,0.028
2023/05/17 16:38:03,800000,0.031
2023/05/17 16:38:03,850000,0.030
2023/05/17 16:38:03,900000,0.023
2023/05/17 16:38:03,950000,0.031
2023/05/17 16:38:04,000000,0.031
2023/05/17 16:38:04,050000,0.025
2023/05/17 16:38:04,100000,0.034
2023/05/17 16:38:04,150000,0.033
2023/05/17 16:38:04,200000,0.030
2023/05/17 16:38:04,250000,0.030
2023/05/17 16:38:04,300000,0.034
2023/05/17 16:38:04,350000,0.034
2023/05/17 16:38:04,400000,0.026
2023/05/17 16:38:04,450000,0.034
2023/05/17 16:38:04,500000,0.033
2023/05/17 16:38:04,550000,0.030
2023/05/17 16:38:04,600000,0.031
2023/05/17 16:38:04,650000,0.033
2023/05/17 16:38:04,700000,0.032
2023/05/17 16:38:04,750000,0.025
2023/05/17 16:38:04,800000,0.031
2023/05/17 16:38:04,850000,0.031
2023/05/17 16:38:04,900000,0.027
2023/05/17 16:38:04,950000,0.034
2023/05/17 16:38:05,000000,0.033
2023/05/17 16:38:05,050000,0.032
2023/05/17 16:38:05,100000,0.032
2023/05/17 16:38:05,150000,0.035
2023/05/17 16:38:05,200000,0.035
2023/05/17 16:38:05,250000,0.029
2023/05/17 16:38:05,300000,0.036
2023/05/17 16:38:05,350000,0.035
2023/05/17 16:38:05,400000,0.030
2023/05/17 16:38:05,450000,0.032
2023/05/17 16:38:05,500000,0.035
2023/05/17 16:38:05,550000,0.033
2023/05/17 16:38:05,600000,0.026
2023/05/17 16:38:05,650000,0.036
2023/05/17 16:38:05,700000,0.035
2023/05/17 16:38:05,750000,0.030
2023/05/17 16:38:05,800000,0.035
2023/05/17 16:38:05,850000,0.034
2023/05/17 16:38:05,900000,0.034
2023/05/17 16:38:05,950000,0.032
2023/05/17 16:38:06,000000,0.036
2023/05/17 16:38:06,050000,0.034
2023/05/17 16:38:06,100000,0.029
2023/05/17 16:38:06,150000,0.038
2023/05/17 16:38:06,200000,0.037
2023/05/17 16:38:06,250000,0.033
2023/05/17 16:38:06,300000,0.032
2023/05/17 16:38:06,350000,0.036
2023/05/17 16:38:06,400000,0.037
2023/05/17 16:38:06,450000,0.028
2023/05/17 16:38:06,500000,0.037
2023/05/17 16:38:06,550000,0.037
2023/05/17 16:38:06,600000,0.033
2023/05/17 16:38:06,650000,0.035
2023/05/17 16:38:06,700000,0.037
2023/05/17 16:38:06,750000,0.036
2023/05/17 16:38:06,800000,0.029
2023/05/17 16:38:06,850000,0.036
2023/05/17 16:38:06,900000,0.037
2023/05/17 16:38:06,950000,0.032
2023/05/17 16:38:07,000000,0.038
2023/05/17 16:38:07,050000,0.038
2023/05/17 16:38:07,100000,0.035
2023/05/17 16:38:07,150000,0.035
2023/05/17 16:38:07,200000,0.040
2023/05/17 16:38:07,250000,0.039
2023/05/17 16:38:07,300000,0.032
2023/05/17 16:38:07,350000,0.040
2023/05/17 16:38:07,400000,0.038
2023/05/17 16:38:07,450000,0.035
2023/05/17 16:38:07,500000,0.035
2023/05/17 16:38:07,550000,0.040
2023/05/17 16:38:07,600000,0.038
2023/05/17 16:38:07,650000,0.030
2023/05/17 16:38:07,700000,0.039
2023/05/17 16:38:07,750000,0.039
2023/05/17 16:38:07,800000,0.035
2023/05/17 16:38:07,850000,0.041
2023/05/17 16:38:07,900000,0.041
2023/05/17 16:38:07,950000,0.040
2023/05/17 16:38:08,000000,0.035
2023/05/17 16:38:08,050000,0.041
2023/05/17 16:38:08,100000,0.041
2023/05/17 16:38:08,150000,0.035
2023/05/17 16:38:08,200000,0.042
2023/05/17 16:38:08,250000,0.041
2023/05/17 16:38:08,300000,0.037
2023/05/17 16:38:08,350000,0.036
2023/05/17 16:38:08,400000,0.042
2023/05/17 16:38:08,450000,0.041
2023/05/17 16:38:08,500000,0.035
2023/05/17 16:38:08,550000,0.042
2023/05/17 16:38:08,600000,0.040
2023/05/17 16:38:08,650000,0.036
2023/05/17 16:38:08,700000,0.041
2023/05/17 16:38:08,750000,0.042
2023/05/17 16:38:08,800000,0.040
2023/05/17 16:38:08,850000,0.035
2023/05/17 16:38:08,900000,0.042
