"試験名","試験ﾓｰﾄﾞ","試験種類","ｺﾝﾄﾛｰﾙ","試験速度1","試験速度2","試験速度3","切替点1","切替点2","伸び原点","破断、ﾘﾐｯﾄ後の動作","感度:","ﾚﾍﾞﾙ:"
"","ｼﾝｸﾞﾙ","引張","ｽﾄﾛｰｸ",10,1,1,"Off","Off","最初から","ｽﾄｯﾌﾟ",0,0

"タイトル","サブタイトル","コメント"
"","",""

"形状:","ﾊﾞｯﾁ数:","ｻﾌﾞﾊﾞｯﾁ数:"
"平板",1,1
"名前:","厚さ","幅","つかみ具間距離",
"寸法単位:","mm","mm","mm",
" 1 - 1","1.9930","2.5340","10.0000",

"名前",
"ﾊﾟﾗﾒｰﾀ",
"単位",
" 1 - 1",

" 1- 1"
"時間","試験力","ｽﾄﾛｰｸ",
"137.70",3.0625,22.94,
"137.75",3.03125,22.949,
"137.80",3.0625,22.957,
"137.85",3.03125,22.966,
"137.90",3.03125,22.974,
"137.95",3.015625,22.982,
"138.00",3.0625,22.991,
"138.05",3.046875,22.999,
"138.10",3.046875,23.007,
"138.15",3.0625,23.015,
"138.20",3.109375,23.024,
"138.25",3.0625,23.032,
"138.30",3.09375,23.04,
"138.35",3.078125,23.049,
"138.40",3.03125,23.057,
"138.45",3.078125,23.066,
"138.50",3.015625,23.074,
"138.55",3.0625,23.082,
"138.60",3.015625,23.091,
"138.65",3.0625,23.099,
"138.70",3.078125,23.107,
"138.75",3.125,23.116,
"138.80",3.015625,23.124,
"138.85",3.015625,23.132,
"138.90",3.046875,23.141,
"138.95",3.0625,23.149,
"139.00",3.046875,23.157,
"139.05",3.0625,23.166,
"139.10",3.046875,23.174,
"139.15",3.03125,23.182,
"139.20",3.0625,23.191,
"139.25",3.078125,23.199,
"139.30",3.109375,23.207,
"139.35",3.046875,23.216,
"139.40",3.078125,23.224,
"139.45",3.078125,23.232,
"139.50",3.0625,23.241,
"139.55",3.03125,23.249,
"139.60",3.078125,23.257,
"139.65",3.0625,23.266,
"139.70",3.0625,23.274,
"139.75",3.015625,23.282,
"139.80",3.09375,23.291,
"139.85",3.046875,23.299,
"139.90",3.09375,23.307,
"139.95",3.0625,23.316,
"140.00",3.0625,23.324,
"140.05",3.078125,23.332,
"140.10",3.046875,23.341,
"140.15",3.0625,23.349,
"140.20",3.0625,23.357,
"140.25",3.03125,23.366,
"140.30",3.125,23.374,
"140.35",3.078125,23.382,
"140.40",3.0625,23.391,
"140.45",3.078125,23.399,
"140.50",3.0625,23.407,
"140.55",3.078125,23.416,
"140.60",3.03125,23.424,
"140.65",3.078125,23.432,
"140.70",3.109375,23.441,
"140.75",3.078125,23.449,
"140.80",3.09375,23.457,
"140.85",3.09375,23.466,
"140.90",3.09375,23.474,
"140.95",3.09375,23.482,
"141.00",3.09375,23.491,
"141.05",3.03125,23.499,
"141.10",3.1875,23.507,
"141.15",3.09375,23.516,
"141.20",3.0625,23.524,
"141.25",3.109375,23.532,
"141.30",3.03125,23.541,
"141.35",3.03125,23.549,
"141.40",3.125,23.557,
"141.45",3.078125,23.566,
"141.50",3.09375,23.574,
"141.55",3.09375,23.582,
"141.60",3.09375,23.591,
"141.65",3.0625,23.599,
"141.70",3.09375,23.607,
"141.75",3.09375,23.616,
"141.80",3.109375,23.624,
"141.85",3.171875,23.632,
"141.90",3.09375,23.641,
"141.95",3.125,23.649,
"142.00",3.09375,23.657,
"142.05",3.125,23.666,
"142.10",3.140625,23.674,
"142.15",3.171875,23.682,
"142.20",3.109375,23.691,
"142.25",3.09375,23.699,
"142.30",3.046875,23.707,
"142.35",3.140625,23.716,
"142.40",3.109375,23.724,
"142.45",3.09375,23.732,
"142.50",3.109375,23.741,
"142.55",3.109375,23.749,
"142.60",3.078125,23.757,
"142.65",3.125,23.766,
"142.70",3.15625,23.774,
"142.75",3.171875,23.782,
"142.80",3.09375,23.791,
"142.85",3.109375,23.799,
"142.90",3.140625,23.807,
"142.95",3.15625,23.816,
"143.00",3.203125,23.824,
"143.05",3.125,23.832,
"143.10",3.125,23.841,
"143.15",3.125,23.849,
"143.20",3.109375,23.857,
"143.25",3.125,23.866,
"143.30",3.171875,23.874,
"143.35",3.125,23.882,
"143.40",3.125,23.891,
"143.45",3.125,23.899,
"143.50",3.125,23.907,
"143.55",3.140625,23.916,
"143.60",3.078125,23.924,
"143.65",3.09375,23.932,
"143.70",3.125,23.94,
"143.75",3.140625,23.949,
"143.80",3.125,23.957,
"143.85",3.15625,23.966,
"143.90",3.109375,23.974,
"143.95",3.140625,23.982,
"144.00",3.125,23.991,
"144.05",3.078125,23.999,
"144.10",3.125,24.007,
"144.15",3.125,24.015,
"144.20",3.125,24.024,
"144.25",3.140625,24.032,
"144.30",3.140625,24.04,
"144.35",3.125,24.049,
"144.40",3.140625,24.057,
"144.45",3.125,24.066,
"144.50",3.125,24.074,
"144.55",3.125,24.082,
"144.60",3.203125,24.091,
"144.65",3.140625,24.099,
"144.70",3.125,24.107,
"144.75",3.15625,24.116,
"144.80",3.15625,24.124,
"144.85",3.171875,24.132,
"144.90",3.15625,24.141,
"144.95",3.140625,24.149,
"145.00",3.15625,24.157,
"145.05",3.125,24.166,
"145.10",3.140625,24.174,
"145.15",3.203125,24.182,
"145.20",3.140625,24.191,
"145.25",3.125,24.199,
"145.30",3.140625,24.207,
"145.35",3.125,24.216,
"145.40",3.15625,24.224,
"145.45",3.171875,24.232,
"145.50",3.15625,24.241,
"145.55",3.171875,24.249,
"145.60",3.140625,24.257,
"145.65",3.15625,24.266,
"145.70",3.171875,24.274,
"145.75",3.15625,24.282,
"145.80",3.1875,24.291,
"145.85",3.15625,24.299,
"145.90",3.140625,24.307,
"145.95",3.171875,24.316,
"146.00",3.125,24.324,
"146.05",3.125,24.332,
"146.10",3.140625,24.341,
"146.15",3.1875,24.349,
"146.20",3.171875,24.357,
"146.25",3.15625,24.366,
"146.30",3.15625,24.374,
"146.35",3.171875,24.382,
"146.40",3.15625,24.391,
"146.45",3.15625,24.399,
"146.50",3.15625,24.407,
"146.55",3.09375,24.416,
"146.60",3.15625,24.424,
"146.65",3.1875,24.432,
"146.70",3.15625,24.44,
"146.75",3.171875,24.449,
"146.80",3.171875,24.457,
"146.85",3.15625,24.466,
"146.90",3.15625,24.474,
"146.95",3.171875,24.482,
"147.00",3.171875,24.491,
"147.05",3.1875,24.499,
"147.10",3.28125,24.507,
"147.15",3.1875,24.516,
"147.20",3.15625,24.524,
"147.25",3.140625,24.532,
"147.30",3.1875,24.541,
"147.35",3.15625,24.549,
"147.40",3.1875,24.557,
"147.45",3.140625,24.566,
"147.50",3.1875,24.574,
"147.55",3.171875,24.582,
"147.60",3.203125,24.591,
"147.65",3.171875,24.599,
"147.70",3.15625,24.607,
"147.75",3.1875,24.616,
"147.80",3.1875,24.624,
"147.85",3.21875,24.632,
"147.90",3.171875,24.641,
"147.95",3.1875,24.649,
"148.00",3.265625,24.657,
"148.05",3.1875,24.666,
"148.10",3.25,24.674,
"148.15",3.1875,24.682,
"148.20",3.1875,24.691,
"148.25",3.140625,24.699,
"148.30",3.171875,24.707,
"148.35",3.265625,24.716,
"148.40",3.1875,24.724,
"148.45",3.203125,24.732,
"148.50",3.203125,24.741,
"148.55",3.171875,24.749,
"148.60",3.125,24.757,
"148.65",3.171875,24.766,
"148.70",3.1875,24.774,
"148.75",3.203125,24.782,
"148.80",3.1875,24.791,
"148.85",3.234375,24.799,
"148.90",3.21875,24.807,
"148.95",3.21875,24.816,
"149.00",3.1875,24.824,
"149.05",3.1875,24.832,
"149.10",3.25,24.841,
"149.15",3.234375,24.849,
"149.20",3.21875,24.857,
"149.25",3.171875,24.866,
"149.30",3.21875,24.874,
"149.35",3.21875,24.882,
"149.40",3.21875,24.891,
"149.45",3.1875,24.899,
"149.50",3.203125,24.907,
"149.55",3.234375,24.916,
"149.60",3.3125,24.924,
"149.65",3.203125,24.932,
"149.70",3.1875,24.94,
"149.75",3.203125,24.949,
"149.80",3.21875,24.957,
"149.85",3.1875,24.965,
"149.90",3.203125,24.974,
"149.95",3.21875,24.982,
"150.00",3.140625,24.991,
"150.05",3.234375,24.999,
"150.10",3.234375,25.007,
"150.15",3.234375,25.016,
"150.20",3.171875,25.024,
"150.25",3.203125,25.032,
"150.30",3.203125,25.041,
"150.35",3.171875,25.049,
"150.40",3.34375,25.057,
"150.45",3.21875,25.066,
"150.50",3.21875,25.074,
"150.55",3.21875,25.082,
"150.60",3.171875,25.091,
"150.65",3.3125,25.099,
"150.70",3.21875,25.107,
"150.75",3.21875,25.116,
"150.80",3.25,25.124,
"150.85",3.21875,25.132,
"150.90",3.21875,25.141,
"150.95",3.21875,25.149,
"151.00",3.328125,25.157,
"151.05",3.234375,25.166,
"151.10",3.234375,25.174,
"151.15",3.296875,25.182,
"151.20",3.21875,25.191,
"151.25",3.234375,25.199,
"151.30",3.25,25.207,
"151.35",3.234375,25.216,
"151.40",3.21875,25.224,
"151.45",3.234375,25.232,
"151.50",3.234375,25.241,
"151.55",3.203125,25.249,
"151.60",3.25,25.257,
"151.65",3.234375,25.266,
"151.70",3.21875,25.274,
"151.75",3.234375,25.282,
"151.80",3.234375,25.291,
"151.85",3.234375,25.299,
"151.90",3.171875,25.307,
"151.95",3.234375,25.316,
"152.00",3.21875,25.324,
"152.05",3.234375,25.332,
"152.10",3.234375,25.341,
"152.15",3.25,25.349,
"152.20",3.203125,25.357,
"152.25",3.265625,25.366,
"152.30",3.234375,25.374,
"152.35",3.265625,25.382,
"152.40",3.203125,25.391,
"152.45",3.234375,25.399,
"152.50",3.265625,25.407,
"152.55",3.1875,25.416,
"152.60",3.234375,25.424,
"152.65",3.25,25.432,
"152.70",3.25,25.441,
"152.75",3.234375,25.449,
"152.80",3.3125,25.457,
"152.85",3.234375,25.466,
"152.90",3.265625,25.474,
"152.95",3.25,25.482,
"153.00",3.25,25.491,
"153.05",3.234375,25.499,
"153.10",3.25,25.507,
"153.15",3.203125,25.516,
"153.20",3.28125,25.524,
"153.25",3.234375,25.532,
"153.30",3.328125,25.541,
"153.35",3.25,25.549,
"153.40",3.265625,25.557,
"153.45",3.265625,25.566,
"153.50",3.28125,25.574,
"153.55",3.296875,25.582,
"153.60",3.3125,25.591,
"153.65",3.265625,25.599,
"153.70",3.28125,25.607,
"153.75",3.25,25.616,
"153.80",3.28125,25.624,
"153.85",3.28125,25.632,
"153.90",3.234375,25.641,
"153.95",3.25,25.649,
"154.00",3.265625,25.657,
"154.05",3.296875,25.666,
"154.10",3.28125,25.674,
"154.15",3.28125,25.682,
"154.20",3.28125,25.691,
"154.25",3.28125,25.699,
"154.30",3.265625,25.707,
"154.35",3.28125,25.716,
"154.40",3.28125,25.724,
"154.45",3.28125,25.732,
"154.50",3.28125,25.741,
"154.55",3.359375,25.749,
"154.60",3.25,25.757,
"154.65",3.203125,25.766,
"154.70",3.296875,25.774,
"154.75",3.28125,25.782,
"154.80",3.28125,25.791,
"154.85",3.296875,25.799,
"154.90",3.28125,25.807,
"154.95",3.28125,25.816,
"155.00",3.28125,25.824,
"155.05",3.28125,25.832,
"155.10",3.296875,25.841,
"155.15",3.28125,25.849,
"155.20",3.25,25.857,
"155.25",3.296875,25.866,
"155.30",3.265625,25.874,
"155.35",3.28125,25.882,
"155.40",3.265625,25.891,
"155.45",3.28125,25.899,
"155.50",3.296875,25.907,
"155.55",3.25,25.916,
"155.60",3.3125,25.924,
"155.65",3.28125,25.932,
"155.70",3.328125,25.94,
"155.75",3.296875,25.949,
"155.80",3.28125,25.957,
"155.85",3.25,25.966,
"155.90",3.28125,25.974,
"155.95",3.359375,25.982,
"156.00",3.359375,25.991,
"156.05",3.28125,25.999,
"156.10",3.3125,26.007,
"156.15",3.359375,26.015,
"156.20",3.296875,26.024,
"156.25",3.328125,26.032,
"156.30",3.203125,26.04,
"156.35",3.328125,26.049,
"156.40",3.296875,26.057,
"156.45",3.296875,26.065,
"156.50",3.34375,26.074,
"156.55",3.296875,26.082,
"156.60",3.359375,26.091,
"156.65",3.28125,26.099,
"156.70",3.3125,26.107,
"156.75",3.1875,26.116,
"156.80",3.3125,26.124,
"156.85",3.3125,26.132,
"156.90",3.3125,26.141,
"156.95",3.34375,26.149,
"157.00",3.375,26.157,
"157.05",3.265625,26.166,
"157.10",3.328125,26.174,
"157.15",3.328125,26.182,
"157.20",3.3125,26.191,
"157.25",3.296875,26.199,
"157.30",3.328125,26.207,
"157.35",3.328125,26.216,
"157.40",3.34375,26.224,
"157.45",3.296875,26.232,
"157.50",3.3125,26.241,
"157.55",3.328125,26.249,
"157.60",3.3125,26.257,
"157.65",3.3125,26.266,
"157.70",3.328125,26.274,
"157.75",3.34375,26.282,
"157.80",3.375,26.291,
"157.85",3.34375,26.299,
"157.90",3.3125,26.307,
"157.95",3.375,26.316,
"158.00",3.328125,26.324,
"158.05",3.359375,26.332,
"158.10",3.34375,26.341,
"158.15",3.328125,26.349,
"158.20",3.359375,26.357,
"158.25",3.328125,26.366,
"158.30",3.328125,26.374,
"158.35",3.328125,26.382,
"158.40",3.3125,26.391,
"158.45",3.3125,26.399,
"158.50",3.359375,26.407,
"158.55",3.328125,26.416,
"158.60",3.359375,26.424,
"158.65",3.359375,26.432,
"158.70",3.34375,26.441,
"158.75",3.328125,26.449,
"158.80",3.34375,26.457,
"158.85",3.359375,26.466,
"158.90",3.359375,26.474,
"158.95",3.359375,26.482,
"159.00",3.375,26.491,
"159.05",3.359375,26.499,
"159.10",3.34375,26.507,
"159.15",3.375,26.516,
"159.20",3.359375,26.524,
"159.25",3.34375,26.532,
"159.30",3.34375,26.541,
"159.35",3.40625,26.549,
"159.40",3.375,26.557,
"159.45",3.328125,26.566,
"159.50",3.359375,26.574,
"159.55",3.328125,26.582,
"159.60",3.375,26.591,
"159.65",3.3125,26.599,
"159.70",3.359375,26.607,
"159.75",3.359375,26.616,
"159.80",3.390625,26.624,
"159.85",3.34375,26.632,
"159.90",3.390625,26.641,
"159.95",3.3125,26.649,
"160.00",3.390625,26.657,
"160.05",3.375,26.666,
"160.10",3.375,26.674,
"160.15",3.375,26.682,
"160.20",3.4375,26.691,
"160.25",3.375,26.699,
"160.30",3.359375,26.707,
"160.35",3.3125,26.716,
"160.40",3.34375,26.724,
"160.45",3.359375,26.732,
"160.50",3.375,26.741,
"160.55",3.453125,26.749,
"160.60",3.40625,26.757,
"160.65",3.40625,26.766,
"160.70",3.328125,26.774,
"160.75",3.390625,26.782,
"160.80",3.359375,26.791,
"160.85",3.40625,26.799,
"160.90",3.390625,26.807,
"160.95",3.328125,26.816,
"161.00",3.359375,26.824,
"161.05",3.390625,26.832,
"161.10",3.359375,26.841,
"161.15",3.359375,26.849,
"161.20",3.390625,26.857,
"161.25",3.359375,26.866,
"161.30",3.40625,26.874,
"161.35",3.390625,26.882,
"161.40",3.359375,26.891,
"161.45",3.375,26.899,
"161.50",3.359375,26.907,
"161.55",3.375,26.916,
"161.60",3.375,26.924,
"161.65",3.4375,26.932,
"161.70",3.40625,26.94,
"161.75",3.421875,26.949,
"161.80",3.375,26.957,
"161.85",3.421875,26.966,
"161.90",3.453125,26.974,
"161.95",3.3125,26.982,
"162.00",3.375,26.991,
"162.05",3.4375,26.999,
"162.10",3.390625,27.007,
"162.15",3.4375,27.015,
"162.20",3.390625,27.024,
"162.25",3.390625,27.032,
"162.30",3.40625,27.04,
"162.35",3.390625,27.049,
"162.40",3.40625,27.057,
"162.45",3.390625,27.066,
"162.50",3.40625,27.074,
"162.55",3.40625,27.082,
"162.60",3.40625,27.091,
"162.65",3.421875,27.099,
"162.70",3.375,27.107,
"162.75",3.359375,27.116,
"162.80",3.421875,27.124,
"162.85",3.421875,27.132,
"162.90",3.40625,27.141,
"162.95",3.390625,27.149,
"163.00",3.40625,27.157,
"163.05",3.40625,27.166,
"163.10",3.4375,27.174,
"163.15",3.40625,27.182,
"163.20",3.40625,27.191,
"163.25",3.375,27.199,
"163.30",3.4375,27.207,
"163.35",3.40625,27.216,
"163.40",3.40625,27.224,
"163.45",3.40625,27.232,
"163.50",3.40625,27.241,
"163.55",3.421875,27.249,
"163.60",3.375,27.257,
"163.65",3.421875,27.266,
"163.70",3.390625,27.274,
"163.75",3.390625,27.282,
"163.80",3.4375,27.291,
"163.85",3.4375,27.299,
"163.90",3.390625,27.307,
"163.95",3.5,27.316,
"164.00",3.40625,27.324,
"164.05",3.40625,27.332,
"164.10",3.578125,27.341,
"164.15",3.4375,27.349,
"164.20",3.421875,27.357,
"164.25",3.421875,27.366,
"164.30",3.421875,27.374,
"164.35",3.421875,27.382,
"164.40",3.421875,27.391,
"164.45",3.4375,27.399,
"164.50",3.46875,27.407,
"164.55",3.421875,27.416,
"164.60",3.421875,27.424,
"164.65",3.40625,27.432,
"164.70",3.421875,27.44,
"164.75",3.4375,27.449,
"164.80",3.421875,27.457,
"164.85",3.421875,27.466,
"164.90",3.421875,27.474,
"164.95",3.453125,27.482,
"165.00",3.453125,27.491,
"165.05",3.453125,27.499,
"165.10",3.421875,27.507,
"165.15",3.40625,27.516,
"165.20",3.4375,27.524,
"165.25",3.4375,27.532,
"165.30",3.453125,27.541,
"165.35",3.421875,27.549,
"165.40",3.453125,27.557,
"165.45",3.484375,27.566,
"165.50",3.40625,27.574,
"165.55",3.359375,27.582,
"165.60",3.453125,27.591,
"165.65",3.453125,27.599,
"165.70",3.46875,27.607,
"165.75",3.4375,27.616,
"165.80",3.46875,27.624,
"165.85",3.453125,27.632,
"165.90",3.453125,27.641,
"165.95",3.46875,27.649,
"166.00",3.46875,27.657,
"166.05",3.4375,27.666,
"166.10",3.453125,27.674,
"166.15",3.4375,27.682,
"166.20",3.453125,27.691,
"166.25",3.484375,27.699,
"166.30",3.4375,27.707,
"166.35",3.484375,27.716,
"166.40",3.4375,27.724,
"166.45",3.46875,27.732,
"166.50",3.453125,27.741,
"166.55",3.453125,27.749,
"166.60",3.515625,27.757,
"166.65",3.46875,27.766,
"166.70",3.453125,27.774,
"166.75",3.46875,27.782,
"166.80",3.46875,27.791,
"166.85",3.46875,27.799,
"166.90",3.46875,27.807,
"166.95",3.453125,27.816,
"167.00",3.46875,27.824,
"167.05",3.4375,27.832,
"167.10",3.484375,27.841,
"167.15",3.4375,27.849,
"167.20",3.46875,27.857,
"167.25",3.46875,27.866,
"167.30",3.484375,27.874,
"167.35",3.453125,27.882,
"167.40",3.4375,27.891,
"167.45",3.4375,27.899,
"167.50",3.453125,27.907,
"167.55",3.453125,27.916,
"167.60",3.46875,27.924,
"167.65",3.484375,27.932,
"167.70",3.46875,27.94,
"167.75",3.46875,27.949,
"167.80",3.484375,27.957,
"167.85",3.484375,27.966,
"167.90",3.5,27.974,
"167.95",3.46875,27.982,
"168.00",3.46875,27.991,
"168.05",3.484375,27.999,
"168.10",3.484375,28.007,
"168.15",3.5,28.016,
"168.20",3.453125,28.024,
"168.25",3.5,28.032,
"168.30",3.484375,28.041,
"168.35",3.484375,28.049,
"168.40",3.484375,28.057,
"168.45",3.484375,28.066,
"168.50",3.484375,28.074,
"168.55",3.453125,28.082,
"168.60",3.46875,28.091,
"168.65",3.453125,28.099,
"168.70",3.484375,28.107,
"168.75",3.515625,28.116,
"168.80",3.484375,28.124,
"168.85",3.546875,28.132,
"168.90",3.484375,28.141,
"168.95",3.4375,28.149,
"169.00",3.5,28.157,
"169.05",3.453125,28.166,
"169.10",3.5,28.174,
"169.15",3.53125,28.182,
"169.20",3.484375,28.191,
"169.25",3.5,28.199,
"169.30",3.46875,28.207,
"169.35",3.46875,28.216,
"169.40",3.5,28.224,
"169.45",3.5625,28.232,
"169.50",3.546875,28.241,
"169.55",3.5,28.249,
"169.60",3.5,28.257,
"169.65",3.5,28.266,
"169.70",3.546875,28.274,
"169.75",3.515625,28.282,
"169.80",3.515625,28.291,
"169.85",3.484375,28.299,
"169.90",3.5,28.307,
"169.95",3.421875,28.316,
"170.00",3.546875,28.324,
"170.05",3.46875,28.332,
"170.10",3.484375,28.341,
"170.15",3.5,28.349,
"170.20",3.5,28.357,
"170.25",3.5,28.366,
"170.30",3.484375,28.374,
"170.35",3.546875,28.382,
"170.40",3.5,28.391,
"170.45",3.515625,28.399,
"170.50",3.5,28.407,
"170.55",3.5,28.416,
"170.60",3.515625,28.424,
"170.65",3.453125,28.432,
"170.70",3.515625,28.441,
"170.75",3.484375,28.449,
"170.80",3.515625,28.457,
"170.85",3.515625,28.466,
"170.90",3.546875,28.474,
"170.95",3.453125,28.482,
"171.00",3.46875,28.491,
"171.05",3.484375,28.499,
"171.10",3.515625,28.507,
"171.15",3.53125,28.516,
"171.20",3.578125,28.524,
"171.25",3.53125,28.532,
"171.30",3.546875,28.541,
"171.35",3.53125,28.549,
"171.40",3.53125,28.557,
"171.45",3.515625,28.566,
"171.50",3.375,28.574,
"171.55",3.546875,28.582,
"171.60",3.515625,28.591,
"171.65",3.453125,28.599,
"171.70",3.578125,28.607,
"171.75",3.4375,28.616,
"171.80",3.515625,28.624,
"171.85",3.546875,28.632,
"171.90",3.53125,28.641,
"171.95",3.546875,28.649,
"172.00",3.515625,28.657,
"172.05",3.53125,28.666,
"172.10",3.515625,28.674,
"172.15",3.546875,28.682,
"172.20",3.546875,28.691,
"172.25",3.59375,28.699,
"172.30",3.546875,28.707,
"172.35",3.546875,28.716,
"172.40",3.5,28.724,
"172.45",3.53125,28.732,
"172.50",3.546875,28.741,
"172.55",3.546875,28.749,
"172.60",3.53125,28.757,
"172.65",3.5625,28.766,
"172.70",3.578125,28.774,
"172.75",3.546875,28.782,
"172.80",3.578125,28.791,
"172.85",3.5625,28.799,
"172.90",3.578125,28.807,
"172.95",3.515625,28.816,
"173.00",3.546875,28.824,
"173.05",3.5625,28.832,
"173.10",3.515625,28.841,
"173.15",3.515625,28.849,
"173.20",3.546875,28.857,
"173.25",3.578125,28.866,
"173.30",3.53125,28.874,
"173.35",3.53125,28.882,
"173.40",3.5625,28.891,
"173.45",3.5625,28.899,
"173.50",3.546875,28.907,
"173.55",3.53125,28.916,
"173.60",3.5625,28.924,
"173.65",3.5625,28.932,
"173.70",3.5625,28.94,
"173.75",3.546875,28.949,
"173.80",3.59375,28.957,
"173.85",3.5625,28.966,
"173.90",3.5625,28.974,
"173.95",3.5625,28.982,
"174.00",3.59375,28.991,
"174.05",3.5625,28.999,
"174.10",3.546875,29.007,
"174.15",3.515625,29.016,
"174.20",3.515625,29.024,
"174.25",3.546875,29.032,
"174.30",3.546875,29.041,
"174.35",3.609375,29.049,
"174.40",3.546875,29.057,
"174.45",3.59375,29.065,
"174.50",3.5625,29.074,
"174.55",3.546875,29.082,
"174.60",3.578125,29.091,
"174.65",3.53125,29.099,
"174.70",3.5625,29.107,
"174.75",3.578125,29.116,
"174.80",3.546875,29.124,
"174.85",3.578125,29.132,
"174.90",3.578125,29.141,
"174.95",3.59375,29.149,
"175.00",3.53125,29.157,
"175.05",3.578125,29.166,
"175.10",3.609375,29.174,
"175.15",3.53125,29.182,
"175.20",3.5625,29.191,
"175.25",3.59375,29.199,
"175.30",3.578125,29.207,
"175.35",3.546875,29.216,
"175.40",3.5625,29.224,
"175.45",3.640625,29.232,
"175.50",3.59375,29.241,
"175.55",3.59375,29.249,
"175.60",3.59375,29.257,
"175.65",3.578125,29.266,
"175.70",3.578125,29.274,
"175.75",3.59375,29.282,
"175.80",3.5,29.291,
"175.85",3.640625,29.299,
"175.90",3.578125,29.307,
"175.95",3.5,29.316,
"176.00",3.65625,29.324,
"176.05",3.546875,29.332,
"176.10",3.59375,29.341,
"176.15",3.59375,29.349,
"176.20",3.578125,29.357,
"176.25",3.609375,29.366,
"176.30",3.609375,29.374,
"176.35",3.59375,29.382,
"176.40",3.59375,29.391,
"176.45",3.578125,29.399,
"176.50",3.609375,29.407,
"176.55",3.609375,29.416,
"176.60",3.609375,29.424,
"176.65",3.609375,29.432,
"176.70",3.609375,29.441,
"176.75",3.59375,29.449,
"176.80",3.625,29.457,
"176.85",3.609375,29.466,
"176.90",3.609375,29.474,
"176.95",3.609375,29.482,
"177.00",3.53125,29.491,
"177.05",3.609375,29.499,
"177.10",3.625,29.507,
"177.15",3.609375,29.516,
"177.20",3.625,29.524,
"177.25",3.609375,29.532,
"177.30",3.53125,29.541,
"177.35",3.578125,29.549,
"177.40",3.609375,29.557,
"177.45",3.625,29.566,
"177.50",3.609375,29.574,
"177.55",3.640625,29.582,
"177.60",3.625,29.591,
"177.65",3.640625,29.599,
"177.70",3.609375,29.607,
"177.75",3.65625,29.616,
"177.80",3.625,29.624,
"177.85",3.625,29.632,
"177.90",3.609375,29.641,
"177.95",3.625,29.649,
"178.00",3.671875,29.657,
"178.05",3.609375,29.666,
"178.10",3.625,29.674,
"178.15",3.640625,29.682,
"178.20",3.671875,29.691,
"178.25",3.640625,29.699,
"178.30",3.625,29.707,
"178.35",3.625,29.716,
"178.40",3.640625,29.724,
"178.45",3.640625,29.732,
"178.50",3.625,29.741,
"178.55",3.625,29.749,
"178.60",3.5625,29.757,
"178.65",3.625,29.766,
"178.70",3.609375,29.774,
"178.75",3.671875,29.782,
"178.80",3.609375,29.791,
"178.85",3.640625,29.799,
"178.90",3.625,29.807,
"178.95",3.625,29.816,
"179.00",3.65625,29.824,
"179.05",3.546875,29.832,
"179.10",3.640625,29.841,
"179.15",3.65625,29.849,
"179.20",3.640625,29.857,
"179.25",3.71875,29.866,
"179.30",3.625,29.874,
"179.35",3.625,29.882,
"179.40",3.5625,29.891,
"179.45",3.640625,29.899,
"179.50",3.703125,29.907,
"179.55",3.640625,29.916,
"179.60",3.640625,29.924,
"179.65",3.625,29.932,
"179.70",3.625,29.94,
"179.75",3.734375,29.949,
"179.80",3.640625,29.957,
"179.85",3.59375,29.966,
"179.90",3.640625,29.974,
"179.95",3.625,29.982,
"180.00",3.578125,29.991,
"180.05",3.65625,29.999,
"180.10",3.65625,30.007,
"180.15",3.65625,30.015,
"180.20",3.640625,30.024,
"180.25",3.671875,30.032,
"180.30",3.65625,30.04,
"180.35",3.65625,30.049,
"180.40",3.71875,30.057,
"180.45",3.71875,30.066,
"180.50",3.6875,30.074,
"180.55",3.671875,30.082,
"180.60",3.65625,30.091,
"180.65",3.609375,30.099,
"180.70",3.671875,30.107,
"180.75",3.59375,30.116,
"180.80",3.625,30.124,
"180.85",3.734375,30.132,
"180.90",3.640625,30.141,
"180.95",3.609375,30.149,
"181.00",3.671875,30.157,
"181.05",3.6875,30.166,
"181.10",3.65625,30.174,
"181.15",3.640625,30.182,
"181.20",3.625,30.191,
"181.25",3.65625,30.199,
"181.30",3.640625,30.207,
"181.35",3.734375,30.216,
"181.40",3.65625,30.224,
"181.45",3.640625,30.232,
"181.50",3.65625,30.241,
"181.55",3.671875,30.249,
"181.60",3.65625,30.257,
"181.65",3.640625,30.266,
"181.70",3.65625,30.274,
"181.75",3.765625,30.282,
"181.80",3.65625,30.291,
"181.85",3.71875,30.299,
"181.90",3.65625,30.307,
"181.95",3.65625,30.316,
"182.00",3.6875,30.324,
"182.05",3.671875,30.332,
"182.10",3.671875,30.341,
"182.15",3.65625,30.349,
"182.20",3.703125,30.357,
"182.25",3.6875,30.366,
"182.30",3.6875,30.374,
"182.35",3.734375,30.382,
"182.40",3.671875,30.391,
"182.45",3.734375,30.399,
"182.50",3.65625,30.407,
"182.55",3.703125,30.416,
"182.60",3.65625,30.424,
"182.65",3.6875,30.432,
"182.70",3.671875,30.441,
"182.75",3.65625,30.449,
"182.80",3.703125,30.457,
"182.85",3.671875,30.466,
"182.90",3.671875,30.474,
"182.95",3.703125,30.482,
"183.00",3.734375,30.491,
"183.05",3.703125,30.499,
"183.10",3.703125,30.507,
"183.15",3.671875,30.516,
"183.20",3.6875,30.524,
"183.25",3.703125,30.532,
"183.30",3.734375,30.541,
